id;title;opening;closing;short_desc;lat;lon;zone;type;infos;contact
r540;RU RAPID'OCÉZO;011,011,011,011,011,010,000;0;Situé au coeur du campus des Cézeaux;45,771916;3,091577;Les Cezeaux;resto;"<img src=""../../https@crous.parking.einden.com/static-images/b7949900dba6620aa99aee60838d39fd.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Situé au coeur du campus des Cézeaux</p>
<h2>Horaires</h2><p>Du lundi au vendredi 11h30-13h30 et 18h30-19h45 
<br/>
<br/>Le samedi de 11h30 à 13h30</p>
<h2>Moyen d'accès</h2><p>Ligne : tram A / Arret : Campus </p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/f65010c3648d9e5cb11d8e9e8705bcc5.gif'/> Carte-bleue<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2>RU RAPID'OCÉZO</h2><p>Campus des Cézeaux 63170 Aubière<br/><b>T&#233;l&#233;phone</b> : 04 73 28 89 50<br/><b>E-mail</b> : restocezeaux@crous-clermont.fr</p>"
r541;BRASSERIE LA VÉRANDA;010,010,010,010,010,000,000;0;Située dans le restaurant universitaire des Cézeaux et entièrement rénovée depuis la rentrée 2007, la brasserie La Véranda offre toujours sa vue panoramique sur le plateau de Gergovie.  Plats du jour, entrées et desserts variés, pâtisseries, viennoiseries.;45,771916;3,091577;Les Cezeaux;resto;"<img src=""../../https@crous.parking.einden.com/static-images/c4a12f4942cf91bc9e78d22509afc8e7.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Située dans le restaurant universitaire des Cézeaux et entièrement rénovée depuis la rentrée 2007, la brasserie La Véranda offre toujours sa vue panoramique sur le plateau de Gergovie.  Plats du jour, entrées et desserts variés, pâtisseries, viennoiseries.</p>
<h2>Horaires</h2><p>Ouverte du lundi au vendredi de 11h30 à 13h30</p>
<h2>Moyen d'accès</h2><p>Ligne : tram A / Arret : Campus </p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/f65010c3648d9e5cb11d8e9e8705bcc5.gif'/> Carte-bleue<br/>
</p>";"<h2>BRASSERIE LA VÉRANDA</h2><p>Restaurant universitaire - Campus des Cézeaux 63170 Aubière<br/><b>T&#233;l&#233;phone</b> : 04 73 28 89 60<br/><b>E-mail</b> : restocezeaux@crous-clermont.fr</p>"
r542;BRASSERIE LE SAXO;110,110,110,110,110,000,000;0;Situé au coeur du campus des Cézeaux;45,761605;3,109956;Les Cezeaux;resto;"<img src=""../../https@crous.parking.einden.com/static-images/12a54f8e0268dfaf7e162ec25467d026.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Situé au coeur du campus des Cézeaux</p>
<h2>Horaires</h2><p>Formule brasserie pour les personnels du lundi au vendredi de 11h30 à 13h30
<br/>Formule cafétéria pour les étudiants du lundi au vendredi de 8h à 15h45.</p>
<h2>Moyen d'accès</h2><p>Ligne : tram A / Arret : Campus </p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/f65010c3648d9e5cb11d8e9e8705bcc5.gif'/> Carte-bleue<br/>
</p>";"<h2>BRASSERIE LE SAXO</h2><p>Maison de la Vie Etudiante (MVE) - Campus universitaire des Cézeaux 63170 Aubière<br/><b>T&#233;l&#233;phone</b> : 04 73 28 89 50<br/><b>E-mail</b> : restocezeaux@crous-clermont.fr</p>"
r543;CAFÉTÉRIA DE L'IUT;110,110,110,110,110,000,000;0;La cafétéria du CROUS située dans l'IUT;45,762017;3,10871;Les Cezeaux;resto;"<img src=""../../stockcrous.fr/clermont/ru/iut_cafet.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>La cafétéria du CROUS située dans l'IUT</p>
<h2>Horaires</h2><p>Ouverte du lundi au Vendredi de 7h30 à 16h00. 
<br/></p>
<h2>Moyen d'accès</h2><p>Ligne : tram A / Arret : Cézeaux-Pellez </p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
</p>";"<h2>CAFÉTÉRIA DE L'IUT</h2><p>IUT de Clermont-Ferrand - Campus des Cézeaux 63170 Aubière<br/><b>T&#233;l&#233;phone</b> :  04 73 28 89 60<br/><b>E-mail</b> : restocezeaux@crous-clermont.fr</p>"
r544;LE NOTA BENE;011,011,011,011,011,000,000;0;Situé à côté de la Maison de la vie étudiante (MVE), le bar-club Nota Bene est un lieu de vie convivial et très apprécié des étudiants du campus qui se détendent autour d?un verre : bières du monde, jus de fruits, cocktails...;45,760008;3,113475;Les Cezeaux;resto;"<img src=""../../stockcrous.fr/clermont/ru/notabene.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>Situé à côté de la Maison de la vie étudiante (MVE), le bar-club Nota Bene est un lieu de vie convivial et très apprécié des étudiants du campus qui se détendent autour d?un verre : bières du monde, jus de fruits, cocktails...</p>
<h2>Horaires</h2><p>Du lundi au vendredi de 12h30 à 20h.
<br/>Les horaires sont étendus lors des soirées exceptionnelles. </p>
<h2>Moyen d'accès</h2><p>Ligne : tram A / Arret : Campus </p>
<h2>Pratique</h2><p>Situé à côté de la Maison de la vie étudiante (MVE), le bar-club Nota Bene est un lieu de vie convivial et très apprécié des étudiants du campus qui se détendent autour d?un verre : bières du monde, jus de fruits, cocktails...
<br/><br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
</p>";"<h2>LE NOTA BENE</h2><p>Campus des Cézeaux 63170 Aubière<br/><b>T&#233;l&#233;phone</b> : 04 73 28 89 50<br/><b>E-mail</b> : restocezeaux@crous-clermont.fr</p>"
r545;LES HAUTS DE L'ARTIÈRE;010,010,010,010,010,000,000;0;situé dans le restaurant universitaire Rest'Océzo.;45,762613;3,113119;Les Cezeaux;resto;"<img src=""../../stockcrous.fr/clermont/ru/hauts_artiere.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>situé dans le restaurant universitaire Rest'Océzo.</p>
<h2>Horaires</h2><p>Horaires classiques du déjeuner.
<br/>Réservation souhaitable.</p>
<h2>Moyen d'accès</h2><p>Ligne : tram A / Arret : Campus </p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Réservation :  04 73 28 89 68 <br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/f65010c3648d9e5cb11d8e9e8705bcc5.gif'/> Carte-bleue<br/>
</p>";"<h2>LES HAUTS DE L'ARTIÈRE</h2><p>Restaurant universitaire Rest'Océzo - Campus des Cézeaux 63170 Aubière<br/><b>T&#233;l&#233;phone</b> :  04 73 28 89 68 <br/><b>E-mail</b> : restocezeaux@crous-clermont.fr</p>"
r546;RU MONTLUÇON;011,011,011,011,011,000,000;0;Le Resto U est situé dans la résidence universitaire à proximité de l'IUT.  Repas complet pour le prix d'un ticket RU;46,329254;2,588114;Montlucon;resto;"<img src=""../../https@crous.parking.einden.com/static-images/cce7fdbf069779588856c207e5d8eef7.png"" class=""image-batiment"" />
<h2>Localisation</h2><p>Le Resto U est situé dans la résidence universitaire à proximité de l'IUT.  Repas complet pour le prix d'un ticket RU</p>
<h2>Horaires</h2><p>Du lundi au vendredi de 11h50 à 13h30 et de 19h00 à 20h15.</p>
<h2>Moyen d'accès</h2><p>Ligne : C2 / Arret : Soulier Ligne : 5B / Arret : Soulier </p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/f65010c3648d9e5cb11d8e9e8705bcc5.gif'/> Carte-bleue<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2>RU MONTLUÇON</h2><p>Allée Jean-Jacques-Soulier 03100 Montluçon<br/><b>T&#233;l&#233;phone</b> :  04 70 08 35 40<br/><b>E-mail</b> : resid-montlucon@crous-clermont.fr</p>"
r547;CAFÉTÉRIA DE MONTLUÇON;011,011,011,011,011,000,000;0;A coté du resto U dans la résidence, une cafétéria propose des salades, des sandwiches, des assiettes composées?;46,329235;2,588043;Montlucon;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/eadb58e75bb4f234b4a77422e04a3658.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>A coté du resto U dans la résidence, une cafétéria propose des salades, des sandwiches, des assiettes composées?</p>
<h2>Horaires</h2><p>Du lundi au vendredi de 11h30 à 13h15 et de 18h30 à 21h30</p>
<h2>Moyen d'accès</h2><p>Ligne : C2 / Arret : Soulier Ligne : 5B / Arret : Soulier </p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
</p>";"<h2>CAFÉTÉRIA DE MONTLUÇON</h2><p>Allée Jean-Jacques-Soulier 03100 Montluçon<br/><b>T&#233;l&#233;phone</b> : 04 70 08 35 40<br/><b>E-mail</b> : resid-montlucon@crous-clermont.fr</p>"
r548;SANDWICHERIE DE L'IUT DE MONTLUÇON;010,010,010,010,010,000,000;0;Dans l'IUT de Montluçon, une sandwicherie du CROUS propose diverses prestations aux étudiants et aux personnels.;46,328417;2,588363;Montlucon;resto;"<img src=""../../stockcrous.fr/clermont/ru/kiosque_montlucon.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>Dans l'IUT de Montluçon, une sandwicherie du CROUS propose diverses prestations aux étudiants et aux personnels.</p>
<h2>Horaires</h2><p>Du lundi au vendredi de 10h à 16h</p>
<h2>Moyen d'accès</h2><p>Ligne : C2 / Arret : Soulier Ligne : 5B / Arret : Soulier </p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
</p>";"<h2>SANDWICHERIE DE L'IUT DE MONTLUÇON</h2><p>IUT  03100 Montluçon<br/><b>T&#233;l&#233;phone</b> : 04 70 08 35 40<br/><b>E-mail</b> : resid-montlucon@crous-clermont.fr</p>"
r549;RU D'AURILLAC;010,010,010,010,010,000,000;0;Depuis 2005, le CROUS gère directement le restaurant universitaire d'Aurillac situé dans le bâtiment de l'IUT et de l'IUFM.;44,933539;2,441853;Aurillac;resto;"<img src=""../../https@crous.parking.einden.com/static-images/216d3a7d21bbc9d591bcf6146e2733f9.png"" class=""image-batiment"" />
<h2>Localisation</h2><p>Depuis 2005, le CROUS gère directement le restaurant universitaire d'Aurillac situé dans le bâtiment de l'IUT et de l'IUFM. </p>
<h2>Horaires</h2><p>Du lundi au vendredi de 11h30 à 13h30.</p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/a87281052c651641df838b254f7197cd.jpg'/> Mon&#233;o<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/f65010c3648d9e5cb11d8e9e8705bcc5.gif'/> Carte-bleue<br/>
</p>";"<h2>RU D'AURILLAC</h2><p>25 rue de l'École Normale 15000 Aurillac<br/><b>T&#233;l&#233;phone</b> : 04 71 48 34 05<br/><b>E-mail</b> : resto-aurillac@crous-clermont.fr</p>"
r396;Restauration;010,011,011,011,010,000,000;0;;43,316514;-0,368496;FRANCE;resto;"<img src=""../../www.crous-bordeaux.fr/images/phocagallery/vignettes/Photos.vignettes/RU/RU.PyreneesAtlantiques/RU.CapSud/thumbs/phoca_thumb_l_Cap.Sud.JPG"" 

CNOUS Restaurant dans la france entière";CNOUS
r500;RU Campus Mariani;010,010,010,010,010,000,000;0;;42,305023;9,154909;Corte;resto;"<img src=""../../https@crous.parking.einden.com/static-images/fc60cddda058234b0d9efe7deb4f749f.jpg"" class=""image-batiment"" />
<h2>Horaires</h2><p>	
<br/> 
<br/>Le restaurant est ouvert :
<br/>
<br/>    du Lundi au Vendredi : de 11h30 à 13h30 
<br/>   </p>
<h2>Pratique</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2> RU Campus Mariani</h2><p>Campus Mariani<br/><b>T&#233;l&#233;phone</b> : Service restaura</p>"
r809;Snaking Mariani;010,010,010,010,010,000,000;0;;42,2983554;9,1530854;Corte;cafeteria;"<img src="""" class=""image-batiment"" />
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Snaking Mariani</h2><p></p>
r502;RU Campus Grimaldi;010,010,010,010,010,000,000;0;;42,2993554;9,1520854;Corte;resto;"<img src=""../../https@crous.parking.einden.com/static-images/a7d5b5d70cf78399dce4df34ce5e892e.jpg"" class=""image-batiment"" />
<h2>Horaires</h2><p>- du Lundi au Vendredi : de 11H30 à 14H</p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2>RU Campus Grimaldi</h2><p>Campus Grossetti<br/><b>T&#233;l&#233;phone</b> : Service restaura</p>"
r503;"CafxE9;taria I.U.T";110,110,110,110,110,000,000;0;;42,305055;9,154866;Corte;resto;"<img src=""../../https@crous.parking.einden.com/static-images/db05f46a55daef640a8dfa79a5686837.jpg"" class=""image-batiment"" />
<h2>Horaires</h2><p>du Lundi au Vendredi de 8h00 à 18h00
<br/>(fermé le samedi et le dimanche)</p>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2>Cafétaria I.U.T</h2><p><br/><b>T&#233;l&#233;phone</b> : Service restaura</p>"
r360;Forum Express;110,110,110,110,110,000,000;0;sur l'université Paris XIII;48,956298;2,338672;Villetaneuse;cafeteria;"<img src=""../../https@lh3.googleusercontent.com/-CuitPSDo6Zg/UeVBXnMPUwI/AAAAAAAAADA/h16-fXk8QFg/s800/IMG_3606.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>sur l'université Paris XIII</p>
<h2>Horaires</h2><p>Ouverture de 10h00 à 16h00 (de 10h30 à 15h30 en septembre et en mai). </p>
<h2>Moyen d'accès</h2><p>Sous le Forum, avec la cafétéria Café Expo</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2>Forum Express</h2><p>Avenue J.B. Clément - 93430 Villetaneuse<br/><b>T&#233;l&#233;phone</b> : 01 48 22 09 52<br/><b>E-mail</b> : restaurant.villetaneuse@crous-creteil.fr</p>"
r298;RU Arlequin MLV;010,010,010,010,010,000,000;0;3 pôles grill, cuisine du monde, pôle poisson ou asiatique;48,840486;2,586272;Marne la Vallee;resto;"<img src=""../../https@lh6.googleusercontent.com/-lqdnjGa8huY/UeU9CcqNJJI/AAAAAAAAABA/LRGQgPBg5_s/w1020-h680-no/IMG_0662.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>3 pôles grill, cuisine du monde, pôle poisson ou asiatique</p>
<h2>Horaires</h2><p>Ouverture de 11h30-14h00 </p>
<h2>Moyen d'accès</h2><p>RER A - arrêt Noisy Champs</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>RU Arlequin MLV</h2><p>5 bd Descartes - 77420 Champs-sur-Marne<br/><b>E-mail</b> : restaurant.champs-sur-marne@crous-creteil.fr</p>
r299;Bar L'Arlequin MLV;110,110,110,110,110,010,000;0;;48,839201;2,587259;Marne la Vallee;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/356d9efe4f68f84f5ebc79a6e8a04ec1.jpg"" class=""image-batiment"" />
<h2>Horaires</h2><p>Ouverture de 8h30 à 16h00 </p>
<h2>Moyen d'accès</h2><p>RER A arrêt Noisy Champs</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2>Bar L'Arlequin MLV</h2><p>hall Copernic de l'université - 5 boulevard Descartes 77420 Champs-sur-Marne<br/><b>T&#233;l&#233;phone</b> : 0164681125<br/><b>E-mail</b> : restaurant.champs-sur-marne@crous-creteil.fr</p>"
r300;RU Crous Club;010,010,010,010,010,000,000;0;traditionnel et pizzeria;48,8426682;2,5860961;Marne la Vallee;resto;"<img src=""../../https@crous.parking.einden.com/static-images/20aa75b6881fc46a1358cff842970c6b.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>traditionnel et pizzeria</p>
<h2>Horaires</h2><p>Ouverture de 11h30 à 14h00</p>
<h2>Moyen d'accès</h2><p>RER A - arrêt Noisy Champs</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>RU Crous Club </h2><p>10 boulevard Newton - 77420 Champs-sur-Marne<br/><b>E-mail</b> : restaurant.champs-sur-marne@crous-creteil.fr</p>
r301;Cafétéria IUT Champs;110,110,110,110,110,000,000;0;;48,836786;2,585778;Marne la Vallee;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/d6e2a4097b5bac3052616e6fcd757407.jpg"" class=""image-batiment"" />
<h2>Horaires</h2><p>Ouverture de 10h00 à 14h00 </p>
<h2>Moyen d'accès</h2><p>RER A - arrêt Noisy Champs</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafétéria IUT Champs</h2><p>2 rue Albert Einstein - 77420 Champs-sur-Marne<br/><b>E-mail</b> : restaurant.champs-sur-marne@crous-creteil.fr</p>
r302;Cafétéria Lavoisier Express;110,110,110,110,110,000,000;0;Bâtiment Lavoisier à Champs-sur-Marne;48,837097;2,585585;Marne la Vallee;cafeteria;"<img src=""../../https@lh5.googleusercontent.com/-swfD3MUaK-Y/UeVCF4c8wLI/AAAAAAAAADg/BhMYuvjS0Es/s800/IMGP8604.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>Bâtiment Lavoisier à Champs-sur-Marne</p>
<h2>Horaires</h2><p>Ouverture de 10h00 à 14h00</p>
<h2>Moyen d'accès</h2><p>RER A - arrêt Noisy Champs</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafétéria Lavoisier Express</h2><p>Bât LAVOISIER du site dit du Bois de l'Etang - Rue Galilée - 77420 Champs-sur-Marne<br/><b>E-mail</b> : restaurant.champs-sur-marne@crous-creteil.fr</p>
r303;Cafétéria Val d'Europe;010,010,010,010,010,000,000;0;;48,855652;2,777524;Marne la Vallee;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/94a948f8ef8e49107f00359704873271.jpg"" class=""image-batiment"" />
<h2>Horaires</h2><p>Ouverture de 10h00 à 14h00</p>
<h2>Moyen d'accès</h2><p>RER A - arrêt Val d'Europe</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafétéria Val d'Europe</h2><p>6 cours du Danube - 77700 Serris<br/><b>E-mail</b> : restaurant.champs-sur-marne@crous-creteil.fr</p>
r306;IUT Meaux;010,010,010,010,010,000,000;0;Cafétéria;48,955396;2,877882;Marne la Vallee;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/987b466050b3c4acb8cc4c8745b3aed6.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Cafétéria</p>
<h2>Horaires</h2><p>Ouverture de 08h00 à 14h00</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>IUT Meaux</h2><p>7 rue Jablinot - 77100 Meaux<br/><b>E-mail</b> : restaurant.champs-sur-marne@crous-creteil.fr</p>
r307;RU Les Vergers;010,010,010,010,010,000,000;0;sur l'université Paris XIII;48,956298;2,338672;Villetaneuse;resto;"<img src=""../../https@lh5.googleusercontent.com/-anOLGqGctCU/UeU-BT5mQZI/AAAAAAAAABg/0rBCDCqa4Xo/s512/IMGP0372_252520copie.JPG"" class=""image-batiment"" />
<h2>Localisation</h2><p>sur l'université Paris XIII</p>
<h2>Horaires</h2><p>Ouverture de 11h30 à 14h00 </p>
<h2>Moyen d'accès</h2><p>Vers la nouvelle résidence universitaire, au-dessus de la cafétéria Les Vergers et le Rapid'RU. 
<br/>Accès par des escaliers extérieurs.</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";"<h2>RU Les Vergers</h2><p>Avenue J.B. Clément - 93430 Villetaneuse<br/><b>T&#233;l&#233;phone</b> :  01 48 22 09 52<br/><b>E-mail</b> : restaurant.villetaneuse@crous-creteil.fr</p>"
